TE0805	47900444875547
TE0806	47900461652763
TE0807	47900478429979
TE0808	47900495207195
TE0801	47900377766683
TE0802	47900394543899
TE0803	47900411321115
TE0804	47900428098331
TE0721	47900310657819
TE0722	47900327435035
TE0723	47900344212251
TE0724	47900360989467
TE0717	47900243548955
TE0718	47900260326171
TE0719	47900277103387
TE0720	47900293880603
TE0713	47900176440091
TE0714	47900193217307
TE0715	47900209994523
TE0716	47900226771739
LT0501	47899169807131
LT0502	47899186584347
LT0503	47899203361563
LT0504	47899220138779
LT0505	47899236915995
LT0506	47899253693211
LT0507	47899270470427
LT0508	47899287247643
LT0509	47899304024859
TE0605	47899639569179
TE0606	47899656346395
TE0607	47899673123611
TE0608	47899689900827
TE0601	47899572460315
TE0602	47899589237531
TE0603	47899606014747
TE0604	47899622791963
TE0521	47899505351451
TE0522	47899522128667
TE0523	47899538905883
TE0524	47899555683099
TE0517	47899438242587
TE0518	47899455019803
TE0519	47899471797019
TE0520	47899488574235
TE0513	47899371133723
TE0514	47899387910939
TE0515	47899404688155
TE0516	47899421465371
